Feature,VIF
Site-1 Temp,31.73655659985257
Site-2 Temp,29.123277342597152
Site-3 Temp,17.07857557707739
Site-4 Temp,52.69770788563073
Site-5 Temp,48.783397676503625
Load,1.1987971442161514
